,Year,Yeargroup,Position,Positiongroup,Top100,Track,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Valence,Key,Mode,Tempo,Loudness,KMeans
410,2009,1,11,1,1,Number 1,Tinchy Stryder,0.0105,0.581,0.824,0.0,0.483,0.747,0,0,114.912,-3.912,2
411,2009,1,12,1,1,Sexy Chick (feat. Akon),David Guetta,0.0816,0.809,0.562,0.000418,0.105,0.798,11,0,130.003,-7.694,1
413,2009,1,14,1,1,The Fear,Lily Allen,0.419,0.661,0.847,8.82e-05,0.107,0.522,10,1,134.002,-6.948,2
414,2009,1,15,1,1,Bonkers,Dizzee Rascal,0.00615,0.624,0.977,0.0,0.253,0.74,11,0,126.129,-3.34,2
415,2009,1,16,1,1,Beat Again - Radio Edit,JLS,0.0222,0.884,0.919,0.0,0.0679,0.967,11,1,120.012,-5.937,1
416,2009,1,17,1,1,Bad Romance,Lady Gaga,0.00314,0.696,0.921,5.24e-05,0.0842,0.714,0,1,119.001,-3.755,2
419,2009,1,20,1,1,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.0165,0.675,0.862,0.000427,0.169,0.498,11,1,129.967,-4.614,2
420,2009,1,21,2,1,Paparazzi,Lady Gaga,0.113,0.762,0.692,0.0,0.094,0.397,5,0,114.906,-3.973,0
421,2009,1,22,2,1,Right Round,Flo Rida,0.009,0.72,0.672,0.0,0.232,0.705,7,1,124.986,-6.852,1
422,2009,1,23,2,1,I'm Not Alone - 2019 Edit,Calvin Harris,0.00349,0.6,0.982,0.48,0.124,0.212,11,1,127.994,-3.921,4
423,2009,1,24,2,1,Bulletproof,La Roux,0.000441,0.674,0.882,6.47e-05,0.068,0.682,3,0,123.016,-2.771,2
424,2009,1,25,2,1,Halo,Beyoncé,0.272,0.508,0.72,0.0,0.0563,0.472,11,0,79.983,-5.908,4
425,2009,1,26,2,1,Jai Ho! (You Are My Destiny),A.R. Rahman,0.0476,0.657,0.941,0.0,0.0797,0.879,8,0,136.202,-3.919,2
426,2009,1,27,2,1,The Official BBC Children In Need Medley (In The Style Of Peter Kay’s Animated All Star Band),Ameritz Karaoke Band,0.0739,0.295,0.58,0.934,0.394,0.407,7,1,128.009,-10.15,4
427,2009,1,28,2,1,Just The Way You Are - Live,X Factor Israel to the Eurovision,0.83,0.515,0.101,0.0,0.125,0.188,2,1,133.542,-14.618,3
428,2009,1,29,2,1,Love Story (Taylor’s Version),Taylor Swift,0.135,0.626,0.79,3.97e-06,0.0989,0.416,2,1,119.082,-4.302,4
429,2009,1,30,2,1,Empire State Of Mind,JAY-Z,0.0295,0.491,0.956,0.0,0.46,0.811,11,1,173.585,-1.538,2
430,2009,1,31,3,1,Evacuate The Dancefloor - Radio Edit,Cascada,0.0195,0.76,0.696,0.0,0.278,0.903,0,1,127.029,-5.811,1
431,2009,1,32,3,1,Not Fair,Lily Allen,0.052,0.718,0.806,0.0137,0.0932,0.929,5,1,121.488,-9.191,2
432,2009,1,33,3,1,Day 'N' Nite (nightmare),Kid Cudi,0.48,0.881,0.441,9.08e-06,0.119,0.804,11,0,138.014,-6.278,1
433,2009,1,34,3,1,Single Ladies (Put a Ring on It),Beyoncé,0.0383,0.426,0.584,0.0,0.188,0.272,1,1,193.437,-5.293,4
434,2009,1,35,3,1,Release Me,Agnes,0.00645,0.621,0.923,7.28e-05,0.108,0.716,2,0,127.973,-3.124,2
435,2009,1,36,3,1,Red,Daniel Merriweather,0.107,0.422,0.67,0.0,0.11,0.119,4,1,95.797,-5.955,4
436,2009,1,37,3,1,Break Your Heart,Taio Cruz,0.0327,0.607,0.934,0.0,0.0909,0.568,3,1,122.01,-4.217,2
437,2009,1,38,3,1,Supernova,Mr Hudson,0.0135,0.718,0.78,0.0,0.354,0.802,5,1,115.976,-6.448,2
438,2009,1,39,3,1,Sweet Dreams,Beyoncé,0.0895,0.694,0.825,1.86e-05,0.0618,0.788,1,1,121.949,-5.986,2
439,2009,1,40,3,1,I’m Yours,Jason Mraz,0.571,0.698,0.45,0.0,0.113,0.68,11,1,150.999,-8.784,3
440,2009,1,41,4,1,Knock You Down,Keri Hilson,0.00952,0.588,0.877,0.0,0.171,0.645,8,1,155.165,-4.78,2
441,2009,1,42,4,1,Everybody in Love,JLS,0.0638,0.716,0.745,0.0,0.364,0.693,5,0,139.975,-6.984,2
442,2009,1,43,4,1,Don't Upset The Rhythm (Go Baby Go),Noisettes,0.013,0.691,0.876,0.00483,0.0655,0.658,6,1,120.272,-3.953,2
443,2009,1,44,4,1,Breathe Slow,Alesha Dixon,0.238,0.723,0.639,0.0,0.259,0.482,8,0,120.005,-5.017,0
444,2009,1,45,4,1,TiK ToK,Kesha,0.0991,0.755,0.837,0.0,0.289,0.714,2,0,120.028,-2.718,2
445,2009,1,46,4,1,My Life Would Suck Without You,Kelly Clarkson,0.0014,0.526,0.882,0.0,0.144,0.424,9,1,144.982,-4.006,4
446,2009,1,47,4,1,Dead SSSnakes,KATANA 10400,0.105,0.879,0.431,0.0,0.141,0.366,11,0,149.009,-8.687,0
447,2009,1,48,4,1,Oopsy Daisy,Chip,0.00245,0.709,0.889,1.88e-06,0.163,0.674,9,1,125.003,-3.638,2
448,2009,1,49,4,1,Beautiful,Akon,0.122,0.743,0.948,0.0,0.112,0.614,0,0,130.024,-4.445,2
449,2009,1,50,4,1,We Made You,Eminem,0.107,0.924,0.853,1.45e-06,0.129,0.67,2,1,114.003,-1.203,1
450,2009,1,51,5,1,Never Leave You - Single Version,Tinchy Stryder,0.0455,0.369,0.871,0.0,0.52,0.377,0,1,77.882,-3.714,4
452,2009,1,53,5,1,Love Sex Magic (feat. Justin Timberlake),Ciara,0.0201,0.893,0.665,0.0,0.299,0.874,1,1,107.029,-5.07,1
453,2009,1,54,5,1,Take Me Back,Tinchy Stryder,0.00696,0.686,0.9,0.0,0.283,0.75,11,1,125.007,-4.012,2
454,2009,1,55,5,1,Shake It,Metro Station,0.00221,0.618,0.955,3.09e-06,0.486,0.79,4,1,150.034,-3.836,2
455,2009,1,56,5,1,"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,0.171,0.451,0.873,0.0,0.327,0.589,3,0,119.918,-4.711,4
456,2009,1,57,5,1,Holiday - Radio Edit,Dizzee Rascal,0.0571,0.545,0.918,0.0,0.0415,0.855,0,1,117.984,-1.925,2
458,2009,1,59,5,1,I Know You Want Me (Calle Ocho),Pitbull,0.0152,0.817,0.733,4.31e-05,0.107,0.833,2,1,127.056,-6.009,1
459,2009,1,60,5,1,Run This Town,JAY-Z,0.281,0.632,0.924,0.0,0.263,0.441,1,1,86.844,-1.802,4
460,2009,1,61,6,1,Man in the Mirror - 2012 Remaster,Michael Jackson,0.52,0.808,0.812,7.91e-05,0.134,0.269,8,1,100.331,-5.012,0
461,2009,1,62,6,1,Haven't Met You Yet,Michael Bublé,0.152,0.615,0.733,0.0,0.109,0.796,8,1,122.58,-4.808,2
463,2009,1,64,6,1,Down,Jay Sean,0.0101,0.727,0.68,0.0,0.0821,0.728,2,1,132.012,-4.498,1
464,2009,1,65,6,1,Don't Stop Believin',Journey,0.127,0.5,0.748,0.0,0.447,0.514,4,1,118.852,-9.072,4
465,2009,1,66,6,1,Kiss Me Thru The Phone,Soulja Boy,0.0185,0.758,0.712,0.0,0.0677,0.795,7,1,149.998,-3.781,1
466,2009,1,67,6,1,She Wolf,Shakira,0.285,0.865,0.69,0.0162,0.225,0.867,7,1,121.983,-7.448,1
467,2009,1,68,6,1,Just Can't Get Enough - Radio Mix,The Saturdays,0.000534,0.641,0.937,5.49e-05,0.136,0.828,3,1,132.009,-3.557,2
468,2009,1,69,6,1,Untouched,The Veronicas,0.0171,0.557,0.783,0.0172,0.151,0.442,6,0,177.008,-4.893,4
469,2009,1,70,6,1,Whatcha Say,Jason Derulo,0.0444,0.615,0.711,0.0,0.145,0.711,11,1,144.036,-5.507,2
470,2009,1,71,7,1,Omen,The Prodigy,0.000941,0.545,0.953,0.117,0.281,0.558,7,1,140.002,-5.172,2
471,2009,1,72,7,1,Russian Roulette,Rihanna,0.046,0.48,0.486,0.0,0.107,0.265,6,0,80.051,-5.754,4
472,2009,1,73,7,1,Remedy,Little Boots,0.0294,0.595,0.817,0.0,0.523,0.817,6,0,128.989,-3.017,2
474,2009,1,75,7,1,Let It Rock,Kevin Rudolf,0.000683,0.607,0.783,0.0,0.0678,0.434,7,1,113.172,-4.41,4
476,2009,1,77,7,1,Boys And Girls,Pixie Lott,0.0202,0.714,0.8,7.35e-06,0.171,0.766,1,1,129.989,-4.178,2
477,2009,1,78,7,1,Sweet Disposition,The Temper Trap,0.0701,0.531,0.821,0.171,0.124,0.34,2,1,129.139,-6.812,4
478,2009,1,79,7,1,T-Shirt,Shontelle,0.0219,0.679,0.657,0.0,0.295,0.363,6,1,86.984,-6.222,0
479,2009,1,80,7,1,Bodies,Robbie Williams,0.00703,0.656,0.731,6.52e-06,0.0651,0.785,6,0,95.008,-6.045,2
480,2009,1,81,7,1,Fire,Kasabian,0.0874,0.525,0.742,0.149,0.117,0.179,10,1,117.029,-5.643,4
481,2009,1,82,7,1,Issues,The Saturdays,0.0608,0.702,0.808,0.0,0.247,0.707,0,0,110.996,-5.993,2
482,2009,1,83,7,1,Happy,Leona Lewis,0.459,0.492,0.641,0.0,0.0809,0.235,0,1,76.07,-5.296,3
483,2009,1,84,7,1,The Climb,Miley Cyrus,0.0834,0.327,0.588,0.0,0.104,0.329,4,1,161.074,-6.611,4
484,2009,1,85,7,1,What About Now,Westlife,0.00946,0.336,0.799,0.0,0.222,0.37,9,0,161.898,-3.633,4
485,2009,1,86,7,1,Battlefield,Jordin Sparks,0.0178,0.613,0.634,0.0,0.0719,0.37,2,1,144.953,-3.472,0
486,2009,1,87,7,1,Warrior's Dance,The Prodigy,0.0128,0.579,0.989,0.794,0.73,0.0759,5,0,137.015,-5.035,4
487,2009,1,88,7,1,Takin' Back My Love,Enrique Iglesias,0.0137,0.739,0.75,9.54e-06,0.158,0.431,6,0,124.958,-4.778,0
488,2009,1,89,7,1,Crack A Bottle,Eminem,0.0864,0.516,0.874,0.0,0.173,0.391,9,1,169.561,-2.571,4
489,2009,1,90,7,1,Million Dollar Bill,Whitney Houston,0.054,0.714,0.747,0.0,0.0845,0.765,11,0,119.899,-4.134,2
490,2009,1,91,7,1,3 Words,Cheryl,0.698,0.752,0.576,0.00327,0.0972,0.496,9,1,130.021,-7.45,3
491,2009,1,92,7,1,Please Don't Leave Me - DJ Sign & Manuel Voltera Remix,Pretty Pink,0.000352,0.923,0.805,0.38,0.4,0.33,11,1,127.996,-6.229,0
492,2009,1,93,7,1,"Tiny Dancer (Hold Me Closer) [In the Style of Ironik, Chipmunk & Elton John] [Karaoke Version]",Karaoke Pop Stars,0.00672,0.558,0.679,0.938,0.0982,0.47,0,1,100.515,-11.901,4
493,2009,1,94,7,1,Hotel Room Service,Pitbull,0.00684,0.85,0.631,0.000406,0.0679,0.738,1,1,126.002,-8.401,1
494,2009,1,95,7,1,You've Got The Love,Florence + The Machine,0.00455,0.574,0.704,0.0,0.107,0.368,6,1,109.999,-4.72,4
495,2009,1,96,7,1,Fire Burning,Sean Kingston,0.0192,0.839,0.804,0.0,0.331,0.888,1,1,122.973,-2.513,1
496,2009,1,97,7,1,Get Shaky - Radio Edit,Ian Carey Project,0.0472,0.685,0.861,0.00178,0.314,0.57,1,1,127.949,-4.194,2
497,2009,1,98,7,1,Ready for the Weekend,Calvin Harris,0.126,0.818,0.713,3.2e-05,0.0382,0.937,9,0,137.969,-4.813,1
498,2009,1,99,7,1,Kids,MGMT,0.00076,0.451,0.931,0.0049,0.361,0.172,9,1,122.961,-3.871,4
500,2010,1,1,0,1,Love The Way You Lie,Eminem,0.241,0.749,0.925,0.0,0.52,0.641,10,1,86.989,-5.034,2
501,2010,1,2,0,1,When We Collide,Matt Cardle,0.0198,0.443,0.683,5.26e-06,0.313,0.447,2,1,81.986,-5.521,4
502,2010,1,3,0,1,Just The Way You Are,Gavin Mikhail,0.897,0.453,0.327,0.0,0.0743,0.272,0,1,85.42,-7.895,3
503,2010,1,4,0,1,Only Girl (In The World),Rihanna,0.112,0.789,0.706,1.71e-05,0.0586,0.638,11,0,125.911,-4.233,1
504,2010,1,5,0,1,OMG (feat. will.i.am),Usher,0.198,0.781,0.745,1.14e-05,0.36,0.326,4,0,129.998,-5.81,0
505,2010,1,6,0,1,Fireflies,Owl City,0.0275,0.512,0.662,0.0,0.118,0.472,3,1,180.114,-6.797,4
506,2010,1,7,0,1,Airplanes,Bobby,0.000515,0.699,0.714,0.201,0.0926,0.351,7,1,124.996,-9.015,0
507,2010,1,8,0,1,California Gurls,Katy Perry,0.0038,0.788,0.753,0.0,0.18,0.403,0,1,125.005,-3.71,0
508,2010,1,9,0,1,We No Speak Americano (Edit),Yolanda Be Cool,0.0748,0.902,0.805,0.0823,0.0914,0.745,6,1,124.985,-5.003,1
509,2010,1,10,0,1,Pass Out,Tinie Tempah,0.0281,0.693,0.891,0.0,0.143,0.532,1,1,91.1,-3.261,2
510,2010,1,11,1,1,Everybody Hurts (Originally Performed by Helping Haiti) [Karaoke Version],Karaoke Backtrax Library,0.138,0.342,0.294,0.628,0.111,0.291,2,1,188.443,-14.276,3
511,2010,1,12,1,1,Forget You,CeeLo Green,0.134,0.696,0.875,0.0,0.159,0.772,0,1,127.39,-3.682,2
512,2010,1,13,1,1,Empire State of Mind (Part II) Broken Down,Alicia Keys,0.74,0.484,0.368,3.82e-05,0.118,0.142,6,1,92.923,-7.784,3
513,2010,1,14,1,1,Rude Boy,Rihanna,0.113,0.563,0.75,0.0,0.0788,0.812,11,1,173.906,-4.496,2
514,2010,1,15,1,1,Telephone,Lady Gaga,0.00587,0.825,0.832,0.000789,0.114,0.713,5,0,122.021,-5.853,2
515,2010,1,16,1,1,She Said,Plan B,0.303,0.719,0.537,2.85e-06,0.164,0.833,3,0,146.975,-6.301,1
516,2010,1,17,1,1,Dynamite,Taio Cruz,0.00379,0.751,0.783,0.0,0.036,0.816,4,1,119.975,-3.724,2
517,2010,1,18,1,1,Replay,Iyaz,0.173,0.706,0.751,0.0,0.168,0.195,9,1,91.031,-6.323,0
518,2010,1,19,1,1,Firework,Katy Perry,0.141,0.638,0.832,0.0,0.113,0.648,8,1,124.071,-5.039,2
519,2010,1,20,1,1,Club Can't Handle Me (feat. David Guetta),Flo Rida,0.0283,0.616,0.869,0.0,0.064,0.473,0,1,127.966,-3.911,4
520,2010,1,21,2,1,Your Song - Bonus Track,Ellie Goulding,0.941,0.547,0.197,0.000756,0.144,0.402,10,1,133.85,-12.002,3
521,2010,1,22,2,1,Ridin' Solo,Jason Derulo,0.128,0.442,0.83,0.0,0.129,0.578,9,1,89.338,-4.02,4
522,2010,1,23,2,1,Billionaire (feat. Bruno Mars),Travie McCoy,0.297,0.633,0.673,0.0,0.206,0.659,6,0,86.776,-6.403,1
523,2010,1,24,2,1,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,Glee Cast,0.0383,0.473,0.619,0.0,0.189,0.274,7,1,123.857,-3.823,4
525,2010,1,26,2,1,The Time (Dirty Bit),Black Eyed Peas,0.0662,0.816,0.813,2.77e-06,0.602,0.436,6,0,127.979,-7.798,0
526,2010,1,27,2,1,What's My Name?,Rihanna,0.182,0.689,0.784,0.0,0.0843,0.561,2,1,99.954,-2.972,2
527,2010,1,28,2,1,Pack Up,Eliza Doolittle,0.296,0.671,0.808,0.0,0.211,0.867,11,1,133.031,-5.691,1
528,2010,1,29,2,1,Starstrukk (Made Popular By 3oh!3 ft. Katy Perry) [Vocal Version],Party Tyme Karaoke,0.00604,0.722,0.568,1.75e-05,0.112,0.286,2,1,139.929,-10.682,0
530,2010,1,31,3,1,Written in the Stars (feat. Eric Turner),Tinie Tempah,0.0587,0.644,0.945,0.0,0.184,0.573,7,1,91.017,-3.534,2
531,2010,1,32,3,1,Teenage Dream,Katy Perry,0.0162,0.719,0.798,2.34e-06,0.134,0.591,10,1,120.011,-4.582,2
532,2010,1,33,3,1,Cooler Than Me - Single Mix,Mike Posner,0.179,0.768,0.82,0.0,0.689,0.625,7,0,129.965,-4.63,2
533,2010,1,34,3,1,Not Afraid,Eminem,0.529,0.855,0.954,0.0,0.205,0.668,0,0,114.635,-1.19,1
534,2010,1,35,3,1,The Flood,Take That,0.0378,0.514,0.83,1.43e-06,0.122,0.138,11,0,100.631,-6.077,4
535,2010,1,36,3,1,All Time Low,The Wanted,0.35,0.69,0.617,0.0,0.0789,0.787,8,0,134.023,-5.022,1
536,2010,1,37,3,1,If We Ever Meet Again (Featuring Katy Perry),Timbaland,0.00481,0.652,0.605,0.0,0.0605,0.394,8,1,126.091,-7.371,0
537,2010,1,38,3,1,Riverside (Let's Go!) [feat. Wizard Sleeve] - Extended Mix,Sidney Samson,0.000171,0.816,0.967,0.782,0.139,0.394,1,0,126.002,-1.433,2
538,2010,1,39,3,1,Promise This,Cheryl,3.61e-05,0.622,0.864,3.59e-06,0.165,0.811,0,0,150.054,-5.717,2
539,2010,1,40,3,1,In My Head,Jason Derulo,0.0266,0.762,0.748,0.0,0.348,0.851,0,0,110.009,-4.15,1
540,2010,1,41,4,1,This Ain't a Love Song,Scouting For Girls,0.000431,0.458,0.905,0.0,0.378,0.553,0,1,176.667,-4.157,4
541,2010,1,42,4,1,Starry Eyed,Ellie Goulding,0.135,0.504,0.814,1.42e-05,0.324,0.596,5,0,149.967,-5.346,4
542,2010,1,43,4,1,Wavin' Flag - Coca-Cola® Celebration Mix,K'NAAN,0.329,0.584,0.768,0.0,0.0587,0.729,0,1,152.005,-4.185,2
543,2010,1,44,4,1,Kickstarts,Example,0.00374,0.61,0.836,0.0,0.358,0.657,5,1,126.056,-4.455,2
544,2010,1,45,4,1,Ain't Nothing You Can Do - Single Version,"Bobby ""Blue"" Bland",0.0871,0.614,0.571,0.0,0.203,0.662,4,1,114.93,-8.677,0
545,2010,1,46,4,1,Alejandro,Lady Gaga,0.000358,0.626,0.799,0.00155,0.36,0.369,11,0,98.992,-6.612,4
546,2010,1,47,4,1,Baby,Justin Bieber,0.0401,0.728,0.859,0.0,0.111,0.535,5,0,65.043,-5.237,2
547,2010,1,48,4,1,Make You Feel My Love,Adele,0.907,0.317,0.172,0.000383,0.105,0.0963,10,1,65.18,-10.636,3
548,2010,1,49,4,1,Parachute,Cheryl,0.00861,0.8,0.714,0.000251,0.13,0.832,0,1,116.027,-6.833,1
549,2010,1,50,4,1,Frisky (feat. Labrinth),Tinie Tempah,0.133,0.636,0.719,0.0,0.137,0.451,11,0,81.894,-6.036,0
550,2010,1,51,5,1,I Like It,Enrique Iglesias,0.0209,0.646,0.94,0.0,0.0691,0.704,10,0,129.011,-2.856,2
551,2010,1,52,5,1,Gettin' Over You (feat. Fergie & LMFAO),David Guetta,0.178,0.615,0.913,0.0,0.0773,0.45,10,0,129.944,-5.077,4
552,2010,1,53,5,1,Good Times - Radio Edit,Roll Deep,0.0281,0.648,0.88,0.0,0.219,0.629,8,1,124.873,-3.005,2
553,2010,1,54,5,1,You've Got The Dirtee Love - Live At The Brit Awards / 2010,Florence + The Machine,0.479,0.577,0.93,0.0,0.958,0.421,6,1,117.342,-3.604,4
554,2010,1,55,5,1,Please Don't Let Me Go,Olly Murs,0.377,0.671,0.719,0.000119,0.341,0.857,10,1,89.932,-5.945,1
555,2010,1,56,5,1,Dj got us falling in love,Party Band,0.00712,0.967,0.102,0.855,0.0667,0.305,7,0,109.987,-20.906,0
556,2010,1,57,5,1,All the Lovers,Kylie Minogue,0.00285,0.599,0.721,0.164,0.115,0.512,0,1,120.048,-6.212,4
557,2010,1,58,5,1,Stereo Love,Edward Maya,0.0338,0.778,0.776,0.0216,0.0772,0.361,9,1,127.049,-5.359,0
560,2010,1,61,6,1,One Shot,JLS,0.125,0.61,0.623,0.0,0.228,0.436,4,1,134.976,-6.557,0
561,2010,1,62,6,1,Barbra Streisand,Duck Sauce,0.00649,0.707,0.813,0.000448,0.249,0.741,1,1,127.901,-4.129,2
562,2010,1,63,6,1,Like A G6,Far East Movement,0.00676,0.435,0.837,0.0,0.117,0.778,3,1,124.913,-8.126,2
563,2010,1,64,6,1,"Try Sleeping With A Broken Heart (Live From Movistar Arena Bogota, Colombia)",Alicia Keys,0.0787,0.368,0.853,1.3e-06,0.339,0.189,5,1,81.15,-4.75,4
564,2010,1,65,6,1,Shout to the Lord,Shout Praises Kids,0.07,0.58,0.588,0.000328,0.957,0.46,2,1,87.014,-9.61,0
565,2010,1,66,6,1,Love You More,JLS,0.29,0.553,0.531,0.0,0.103,0.439,7,1,81.012,-5.525,0
566,2010,1,67,6,1,Beautiful Monster,Ne-Yo,0.227,0.722,0.826,4.06e-06,0.222,0.494,5,0,127.929,-5.464,2
567,2010,1,68,6,1,Just A Dream,Nelly,0.0421,0.531,0.752,0.0,0.12,0.103,1,1,89.917,-6.161,4
569,2010,1,70,6,1,Katy on a Mission,Katy B,0.0232,0.674,0.731,7.99e-06,0.0856,0.507,8,1,139.898,-5.211,2
570,2010,1,71,7,1,For the First Time,The Script,0.0328,0.396,0.629,0.0,0.183,0.358,9,1,173.794,-4.78,4
572,2010,1,73,7,1,One - Radio Edit,Swedish House Mafia,0.0075,0.802,0.781,0.825,0.147,0.622,0,1,125.026,-6.564,2
573,2010,1,74,7,1,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,0.00237,0.736,0.929,1.11e-05,0.402,0.658,7,0,125.03,-5.89,2
574,2010,1,75,7,1,Ruah,Kimberly and Alberto Rivera,0.867,0.14,0.101,0.894,0.0913,0.036,5,1,141.243,-20.317,3
575,2010,1,76,7,1,All Night Long (feat. Pitbull) - Single Version,Alexandra Burke,0.234,0.652,0.908,0.0,0.0769,0.646,8,1,119.95,-4.5,2
576,2010,1,77,7,1,BedRock,Young Money,0.102,0.733,0.664,0.0,0.191,0.557,8,1,148.005,-6.163,0
578,2010,1,79,7,1,I Need You Tonight,Professor Green,0.0247,0.671,0.919,0.000335,0.278,0.77,8,1,112.514,-3.19,2
579,2010,1,80,7,1,Happiness,Alexis Jordan,0.133,0.711,0.748,0.0,0.461,0.489,8,1,127.99,-7.318,0
580,2010,1,81,7,1,Commander,Kelly Rowland,0.0173,0.395,0.876,8.55e-06,0.362,0.567,11,0,124.638,-3.859,4
581,2010,1,82,7,1,Start Without You (feat. Laza Morgan),Alexandra Burke,0.148,0.749,0.943,0.0,0.736,0.626,6,0,91.996,-2.493,2
582,2010,1,83,7,1,Let the Sunshine (In the Style of Labrinth) [Karaoke Version],Ameritz Audio Karaoke,0.235,0.704,0.5,0.937,0.0709,0.367,7,1,117.006,-10.638,0
583,2010,1,84,7,1,"Hey, Soul Sister",Train,0.185,0.673,0.886,0.0,0.0826,0.795,1,0,97.012,-4.44,2
584,2010,1,85,7,1,Broken Heels - Single Mix,Alexandra Burke,0.0323,0.628,0.774,0.0,0.422,0.392,1,1,166.03,-3.876,4
585,2010,1,86,7,1,Ego,The Saturdays,0.0603,0.762,0.775,0.0,0.119,0.834,2,1,121.023,-4.348,1
586,2010,1,87,7,1,The Club Is Alive,JLS,0.0281,0.62,0.786,0.0,0.105,0.743,3,1,143.996,-4.769,2
587,2010,1,88,7,1,Carry Out (Featuring Justin Timberlake),Timbaland,0.114,0.531,0.574,0.0308,0.256,0.272,10,0,115.68,-6.693,4
588,2010,1,89,7,1,Higher,The Saturdays,0.049,0.639,0.862,6.81e-06,0.264,0.596,10,1,117.011,-3.292,2
589,2010,1,90,7,1,Thinking of Me,Olly Murs,0.239,0.774,0.779,0.0,0.189,0.958,0,1,109.032,-4.683,1
590,2010,1,91,7,1,Hot - Malibu Breeze Radio Edit,INNA,0.0599,0.808,0.705,0.287,0.262,0.505,7,1,127.929,-7.884,0
591,2010,1,92,7,1,Acapella,Kelis,0.0664,0.688,0.843,0.00154,0.109,0.787,11,1,128.009,-4.732,2
592,2010,1,93,7,1,Dog Days Are Over,Florence + The Machine,0.0416,0.492,0.81,0.00379,0.117,0.245,7,1,149.954,-5.315,4
593,2010,1,94,7,1,Won't Go Quietly - Radio Edit,Example,0.00252,0.53,0.888,0.0,0.302,0.678,8,1,125.048,-3.511,2
594,2010,1,95,7,1,Green Light,Roll Deep,0.00299,0.666,0.853,2.08e-06,0.37,0.591,3,1,124.92,-4.93,2
595,2010,1,96,7,1,Te Amo,Rihanna,0.541,0.567,0.707,0.000176,0.1,0.751,8,0,171.917,-5.455,1
596,2010,1,97,7,1,Eenie Meenie,Sean Kingston,0.0348,0.734,0.639,0.0,0.102,0.836,1,1,121.212,-3.241,1
597,2010,1,98,7,1,Shine A Light - Radio Edit,McFly,0.012,0.687,0.794,0.0,0.121,0.603,11,1,114.027,-4.946,2
598,2010,1,99,7,1,Memories (feat. Kid Cudi),David Guetta,0.0015,0.561,0.87,2.82e-06,0.246,0.498,8,1,129.98,-6.103,4
599,2010,1,100,7,1,Young Forever,JAY-Z,0.417,0.637,0.69,0.0,0.211,0.103,9,0,140.329,-3.214,0
600,2011,2,1,0,1,Someone Like You,Adele,0.893,0.556,0.319,0.0,0.0996,0.294,9,1,135.187,-8.251,3
601,2011,2,2,0,1,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,0.0111,0.722,0.758,0.0,0.308,0.62,11,0,128.047,-4.477,2
602,2011,2,3,0,1,Party Rock Anthem,LMFAO,0.0189,0.75,0.727,0.0,0.266,0.359,5,0,129.993,-4.21,0
603,2011,2,4,0,1,Price Tag,Jessie J,0.0281,0.638,0.831,3.06e-06,0.277,0.685,5,1,175.038,-3.944,2
604,2011,2,5,0,1,We Found Love,Rihanna,0.025,0.734,0.766,0.00138,0.108,0.6,1,1,127.986,-4.485,2
605,2011,2,6,0,1,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.191,0.671,0.939,0.0,0.298,0.53,8,1,129.024,-3.206,2
606,2011,2,7,0,1,Grenade,Bruno Mars,0.148,0.704,0.558,0.0,0.107,0.245,2,0,110.444,-7.273,0
607,2011,2,8,0,1,The A Team,Ed Sheeran,0.669,0.642,0.289,0.0,0.18,0.407,9,1,84.996,-9.918,3
608,2011,2,9,0,1,Rolling in the Deep,Adele,0.138,0.73,0.769,0.0,0.0473,0.507,8,1,104.948,-5.114,0
609,2011,2,10,0,1,On The Floor,Jennifer Lopez,0.105,0.73,0.777,0.000478,0.0691,0.575,3,0,130.0,-5.194,2
610,2011,2,11,1,1,Jar of Hearts,Christina Perri,0.726,0.349,0.348,0.0,0.12,0.0886,3,1,74.541,-6.142,3
611,2011,2,12,1,1,S&M,Rihanna,0.0105,0.769,0.684,0.000125,0.0887,0.835,1,1,127.972,-5.019,1
612,2011,2,13,1,1,Mealor: Wherever You Are,Military Wives,0.953,0.247,0.289,0.0858,0.119,0.217,8,1,130.002,-10.624,3
613,2011,2,14,1,1,Born This Way,Lady Gaga,0.00327,0.587,0.828,0.0,0.331,0.494,11,1,123.907,-5.108,4
614,2011,2,15,1,1,The Lazy Song,Bruno Mars,0.3,0.794,0.711,0.0,0.0955,0.955,8,0,174.915,-5.124,1
615,2011,2,16,1,1,Beautiful People,Chris Brown,0.0703,0.417,0.806,0.00637,0.0841,0.545,5,0,127.887,-5.339,4
616,2011,2,17,1,1,Changed the Way You Kiss Me - Radio Edit,Example,0.00548,0.578,0.857,0.00162,0.0948,0.188,4,0,126.979,-3.78,4
617,2011,2,18,1,1,I Need A Dollar,Aloe Blacc,0.199,0.84,0.481,0.0,0.0873,0.955,6,0,95.497,-7.123,1
618,2011,2,19,1,1,Sweat - Remix,Snoop Dogg,0.0606,0.813,0.729,0.00151,0.0826,0.735,7,1,130.018,-5.635,1
